,0
0,0.9837472155258595
1,0.7079967342380656
2,0.5954772098913498
3,0.5420870013964952
4,0.5053622173880086
5,0.4894687425451833
6,0.4671875092889307
7,0.45731822371130676
8,0.4448978501998676
9,0.4362543140767768
10,0.42818228030076017
11,0.4210619513099142
12,0.4152734828752294
13,0.40927019941919435
14,0.4053961392237366
15,0.4018474923600026
16,0.39674494006901834
17,0.39289089856590176
18,0.387305048751428
19,0.38731668453445617
20,0.3829152896921212
21,0.3781241581257961
22,0.3749585366766304
23,0.3713725517637011
24,0.3698150124536474
25,0.3673320155928997
26,0.36580070374251294
27,0.3634829246376835
28,0.3590163538035709
29,0.35863113329394103
30,0.36124875077716284
31,0.357484210923054
32,0.3528271566526725
33,0.351670811740697
34,0.3496533794201326
35,0.34716042550731663
36,0.34723442072244337
37,0.3443490581794843
38,0.34829909574487283
39,0.34366960549986203
40,0.3431482199941892
41,0.33967414685642844
42,0.3369121292164619
43,0.33714206068762487
44,0.3367001031160129
45,0.3342387494257178
46,0.3366278121317904
47,0.33503075227301327
48,0.33143719249741205
49,0.3334396163412061
50,0.33156877563907894
51,0.3334375447321859
52,0.3314121408040982
53,0.3295625342404693
54,0.32825789359146895
55,0.326678739313293
56,0.32779794923800293
57,0.3347428723519857
58,0.33000402936804807
59,0.32639439205356746
60,0.3242845140677473
61,0.32774536911033514
62,0.32169068776966236
63,0.32381330271623726
64,0.3222751453645353
65,0.3231792785305562
66,0.32321797487936693
67,0.32043828482070885
68,0.32062401293234327
69,0.31905369206833073
70,0.3193392016215526
71,0.32169563374141324
72,0.322403882561623
73,0.31797520369474636
74,0.31821640693595477
75,0.32076191155985134
76,0.31995474260331463
77,0.3200987683731322
78,0.3191910298636589
79,0.32142200383152164
80,0.3183372716307083
81,0.3181665630059197
82,0.316799084026215
83,0.31572649289368665
84,0.3166290382263943
85,0.3161397624538096
86,0.31792630855930765
87,0.3171363058401681
88,0.31529427792543413
89,0.32056324313706236
90,0.32172103796820695
91,0.3213384657694157
92,0.31817605478435285
93,0.31617732150726235
94,0.31908169246662427
95,0.31789862034955235
96,0.31690056085143775
97,0.31827068878111797
98,0.31803350401644026
99,0.31700149647212916
100,0.3225140110638869
101,0.31736529482721865
102,0.32116299389648173
103,0.318191344581775
104,0.31960294504664033
105,0.31762153752258543
106,0.3203357728630339
107,0.3232911502019252
108,0.3183810956973627
109,0.31802664094309513
